Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
132-94-7868,C,Naypyitaw,Member,Female,Electronic accessories,16.06,10,8.03,168.63,2024-01-05,17:38,Credit card,160.6,4.7619,8.03,8.2
149-41-1724,B,Mandalay,Normal,Female,Food and beverages,29.55,1,1.48,31.03,2024-01-18,18:18,Ewallet,29.55,4.7619,1.48,8.9
849-83-6224,C,Naypyitaw,Normal,Female,Home and lifestyle,88.85,9,39.98,839.63,2024-01-29,16:19,Cash,799.65,4.7619,39.98,4.4
705-32-7999,C,Naypyitaw,Normal,Female,Home and lifestyle,94.73,7,33.16,696.27,2024-03-08,15:44,Cash,663.11,4.7619,33.16,6.4
407-58-4012,C,Naypyitaw,Normal,Female,Electronic accessories,37.06,3,5.56,116.74,2024-02-29,10:35,Cash,111.18,4.7619,5.56,9.8
670-77-3196,B,Mandalay,Member,Male,Electronic accessories,39.72,2,3.97,83.41,2024-02-27,15:05,Credit card,79.44,4.7619,3.97,8.3
295-16-5398,B,Mandalay,Member,Female,Electronic accessories,82.41,10,41.21,865.31,2024-03-26,18:13,Cash,824.1,4.7619,41.21,5.3
440-48-1251,A,Yangon,Member,Female,Fashion accessories,99.95,8,39.98,839.58,2024-02-01,19:45,Ewallet,799.6,4.7619,39.98,6.4
345-80-6269,B,Mandalay,Normal,Male,Food and beverages,68.38,5,17.09,358.99,2024-02-03,15:32,Cash,341.9,4.7619,17.09,6.8
922-70-6246,A,Yangon,Normal,Male,Sports and travel,14.11,4,2.82,59.26,2024-01-19,10:16,Credit card,56.44,4.7619,2.82,9.6
693-63-5836,A,Yangon,Member,Male,Electronic accessories,44.18,4,8.84,185.56,2024-03-04,18:41,Credit card,176.72,4.7619,8.84,6.0
881-72-9037,B,Mandalay,Member,Male,Electronic accessories,22.59,9,10.17,213.48,2024-03-03,12:58,Credit card,203.31,4.7619,10.17,9.9
160-77-1554,A,Yangon,Member,Female,Sports and travel,22.37,4,4.47,93.95,2024-01-09,12:00,Ewallet,89.48,4.7619,4.47,7.0
482-17-8916,C,Naypyitaw,Normal,Female,Health and beauty,57.89,7,20.26,425.49,2024-01-02,10:33,Credit card,405.23,4.7619,20.26,5.6
393-12-9228,C,Naypyitaw,Normal,Female,Health and beauty,92.62,9,41.68,875.26,2024-01-20,13:12,Credit card,833.58,4.7619,41.68,7.2
934-55-5379,B,Mandalay,Member,Male,Sports and travel,51.31,4,10.26,215.5,2024-03-30,13:19,Credit card,205.24,4.7619,10.26,9.0
182-93-1519,A,Yangon,Normal,Male,Sports and travel,59.74,1,2.99,62.73,2024-03-22,10:44,Ewallet,59.74,4.7619,2.99,4.5
965-65-6427,C,Naypyitaw,Member,Female,Electronic accessories,29.03,10,14.52,304.82,2024-03-01,14:02,Ewallet,290.3,4.7619,14.52,8.1
387-79-1539,A,Yangon,Normal,Female,Electronic accessories,62.83,7,21.99,461.8,2024-01-10,14:10,Credit card,439.81,4.7619,21.99,5.4
954-59-9856,B,Mandalay,Normal,Female,Fashion accessories,75.17,9,33.83,710.36,2024-02-14,10:06,Cash,676.53,4.7619,33.83,5.4
177-53-7499,B,Mandalay,Member,Male,Sports and travel,54.15,6,16.25,341.15,2024-03-11,16:27,Ewallet,324.9,4.7619,16.25,8.1
776-58-2404,C,Naypyitaw,Normal,Female,Fashion accessories,16.61,5,4.15,87.2,2024-01-20,16:45,Credit card,83.05,4.7619,4.15,4.9
498-50-6909,A,Yangon,Member,Female,Home and lifestyle,50.02,5,12.51,262.61,2024-01-14,12:05,Ewallet,250.1,4.7619,12.51,6.6
670-81-9395,B,Mandalay,Member,Female,Health and beauty,41.85,2,4.19,87.89,2024-03-17,19:50,Cash,83.7,4.7619,4.19,9.2
112-47-7779,B,Mandalay,Member,Female,Food and beverages,56.89,7,19.91,418.14,2024-01-22,12:17,Cash,398.23,4.7619,19.91,5.6
249-18-3739,B,Mandalay,Normal,Male,Home and lifestyle,53.58,2,5.36,112.52,2024-02-16,14:15,Credit card,107.16,4.7619,5.36,7.8
708-88-4203,B,Mandalay,Member,Female,Home and lifestyle,10.61,7,3.71,77.98,2024-02-12,19:24,Cash,74.27,4.7619,3.71,6.6
540-93-3230,B,Mandalay,Normal,Female,Sports and travel,38.27,7,13.39,281.28,2024-02-10,14:47,Credit card,267.89,4.7619,13.39,7.8
689-41-6339,B,Mandalay,Normal,Male,Home and lifestyle,20.25,10,10.12,212.62,2024-01-26,19:34,Ewallet,202.5,4.7619,10.12,8.1
663-13-8563,C,Naypyitaw,Member,Male,Home and lifestyle,84.81,2,8.48,178.1,2024-02-22,20:31,Ewallet,169.62,4.7619,8.48,7.8
347-42-3525,C,Naypyitaw,Normal,Male,Health and beauty,50.41,10,25.21,529.31,2024-03-02,19:25,Credit card,504.1,4.7619,25.21,7.0
990-98-7853,C,Naypyitaw,Member,Male,Fashion accessories,90.59,9,40.77,856.08,2024-03-17,20:58,Ewallet,815.31,4.7619,40.77,4.7
354-94-6816,A,Yangon,Member,Male,Home and lifestyle,96.9,7,33.91,712.21,2024-01-14,10:06,Cash,678.3,4.7619,33.91,5.3
864-76-4621,B,Mandalay,Normal,Male,Sports and travel,79.5,10,39.75,834.75,2024-03-29,18:09,Cash,795.0,4.7619,39.75,10.0
594-23-5840,B,Mandalay,Member,Female,Fashion accessories,22.75,5,5.69,119.44,2024-02-13,17:50,Ewallet,113.75,4.7619,5.69,7.1
456-70-2599,B,Mandalay,Normal,Male,Health and beauty,37.02,2,3.7,77.74,2024-01-03,15:41,Ewallet,74.04,4.7619,3.7,8.1
268-41-9454,A,Yangon,Member,Male,Food and beverages,48.37,8,19.35,406.31,2024-01-30,16:40,Ewallet,386.96,4.7619,19.35,5.1
773-65-7481,A,Yangon,Member,Male,Food and beverages,48.66,1,2.43,51.09,2024-03-31,13:13,Cash,48.66,4.7619,2.43,8.5
928-18-2667,C,Naypyitaw,Member,Male,Home and lifestyle,27.73,2,2.77,58.23,2024-02-03,20:55,Cash,55.46,4.7619,2.77,7.2
754-50-7367,C,Naypyitaw,Normal,Female,Home and lifestyle,41.68,8,16.67,350.11,2024-03-20,12:52,Credit card,333.44,4.7619,16.67,8.2
404-88-2388,C,Naypyitaw,Member,Male,Health and beauty,31.47,2,3.15,66.09,2024-01-24,15:44,Ewallet,62.94,4.7619,3.15,7.1
528-86-3258,C,Naypyitaw,Normal,Male,Electronic accessories,53.8,9,24.21,508.41,2024-03-29,20:59,Ewallet,484.2,4.7619,24.21,7.3
601-46-3298,A,Yangon,Normal,Male,Food and beverages,14.82,6,4.45,93.37,2024-01-02,17:08,Ewallet,88.92,4.7619,4.45,8.9
675-74-9109,B,Mandalay,Normal,Male,Fashion accessories,85.58,8,34.23,718.87,2024-01-22,11:36,Ewallet,684.64,4.7619,34.23,8.8
325-47-1535,B,Mandalay,Member,Male,Electronic accessories,80.26,10,40.13,842.73,2024-03-04,18:32,Ewallet,802.6,4.7619,40.13,7.4
374-79-7010,C,Naypyitaw,Member,Male,Food and beverages,29.67,7,10.38,218.07,2024-01-14,20:48,Ewallet,207.69,4.7619,10.38,5.8
133-67-5305,B,Mandalay,Member,Male,Health and beauty,79.8,4,15.96,335.16,2024-01-27,19:44,Cash,319.2,4.7619,15.96,9.2
724-90-8015,A,Yangon,Member,Female,Electronic accessories,82.48,10,41.24,866.04,2024-02-14,18:17,Credit card,824.8,4.7619,41.24,7.2
431-47-5740,C,Naypyitaw,Normal,Female,Electronic accessories,96.64,7,33.82,710.3,2024-01-08,14:55,Credit card,676.48,4.7619,33.82,4.8
986-26-5090,A,Yangon,Normal,Female,Fashion accessories,45.34,3,6.8,142.82,2024-03-14,20:17,Credit card,136.02,4.7619,6.8,6.5
562-19-2525,B,Mandalay,Normal,Male,Sports and travel,95.51,6,28.65,601.71,2024-03-15,10:55,Credit card,573.06,4.7619,28.65,4.6
569-91-6869,A,Yangon,Normal,Female,Sports and travel,84.23,8,33.69,707.53,2024-02-04,15:53,Cash,673.84,4.7619,33.69,6.0
691-26-8951,B,Mandalay,Member,Female,Health and beauty,66.35,8,26.54,557.34,2024-01-03,11:59,Ewallet,530.8,4.7619,26.54,6.6
100-64-4314,C,Naypyitaw,Member,Male,Electronic accessories,88.69,5,22.17,465.62,2024-01-12,20:23,Cash,443.45,4.7619,22.17,4.5
780-93-3711,A,Yangon,Normal,Male,Fashion accessories,72.94,4,14.59,306.35,2024-02-24,20:05,Credit card,291.76,4.7619,14.59,4.6
318-71-2276,A,Yangon,Member,Male,Health and beauty,10.73,6,3.22,67.6,2024-01-16,16:44,Ewallet,64.38,4.7619,3.22,6.9
334-59-2463,C,Naypyitaw,Member,Female,Home and lifestyle,43.08,5,10.77,226.17,2024-01-18,16:49,Ewallet,215.4,4.7619,10.77,7.8
793-28-2120,C,Naypyitaw,Member,Female,Sports and travel,41.6,4,8.32,174.72,2024-03-21,12:58,Cash,166.4,4.7619,8.32,7.7
553-37-2420,A,Yangon,Member,Female,Food and beverages,75.69,6,22.71,476.85,2024-02-24,15:50,Ewallet,454.14,4.7619,22.71,5.5
760-20-5065,C,Naypyitaw,Normal,Female,Fashion accessories,88.82,4,17.76,373.04,2024-03-07,19:32,Ewallet,355.28,4.7619,17.76,8.5
402-92-1894,A,Yangon,Normal,Male,Health and beauty,31.69,10,15.84,332.74,2024-01-10,18:56,Ewallet,316.9,4.7619,15.84,9.9
424-26-7337,C,Naypyitaw,Normal,Male,Food and beverages,71.46,8,28.58,600.26,2024-01-10,10:37,Ewallet,571.68,4.7619,28.58,4.1
320-15-1990,B,Mandalay,Normal,Male,Sports and travel,73.16,2,7.32,153.64,2024-03-22,18:34,Credit card,146.32,4.7619,7.32,4.9
185-49-2294,C,Naypyitaw,Member,Female,Food and beverages,39.4,10,19.7,413.7,2024-03-22,20:43,Credit card,394.0,4.7619,19.7,4.4
815-65-4909,A,Yangon,Member,Female,Sports and travel,20.44,10,10.22,214.62,2024-03-18,10:19,Credit card,204.4,4.7619,10.22,8.5
858-32-2956,A,Yangon,Member,Female,Electronic accessories,54.67,6,16.4,344.42,2024-03-07,18:50,Credit card,328.02,4.7619,16.4,5.6
480-26-5403,C,Naypyitaw,Member,Female,Home and lifestyle,82.63,5,20.66,433.81,2024-03-08,11:16,Credit card,413.15,4.7619,20.66,9.9
742-19-9128,B,Mandalay,Normal,Female,Sports and travel,87.33,3,13.1,275.09,2024-02-17,12:16,Ewallet,261.99,4.7619,13.1,9.4
790-24-4742,C,Naypyitaw,Member,Female,Health and beauty,32.01,8,12.8,268.88,2024-02-16,16:58,Ewallet,256.08,4.7619,12.8,5.1
978-14-7870,A,Yangon,Normal,Female,Sports and travel,92.42,6,27.73,582.25,2024-02-04,11:36,Cash,554.52,4.7619,27.73,4.7
789-16-3938,A,Yangon,Member,Male,Health and beauty,88.92,5,22.23,466.83,2024-02-09,15:05,Credit card,444.6,4.7619,22.23,6.7
477-35-5777,C,Naypyitaw,Normal,Female,Sports and travel,43.14,8,17.26,362.38,2024-01-26,18:48,Ewallet,345.12,4.7619,17.26,4.9
519-13-4817,C,Naypyitaw,Normal,Female,Home and lifestyle,10.13,7,3.55,74.46,2024-02-09,11:13,Credit card,70.91,4.7619,3.55,9.9
529-72-1981,A,Yangon,Normal,Female,Health and beauty,92.91,9,41.81,878.0,2024-02-22,15:29,Credit card,836.19,4.7619,41.81,4.5
197-74-3187,C,Naypyitaw,Normal,Female,Food and beverages,61.1,7,21.39,449.09,2024-03-25,12:15,Cash,427.7,4.7619,21.39,5.6
422-60-6345,B,Mandalay,Normal,Male,Electronic accessories,16.72,4,3.34,70.22,2024-01-18,19:06,Ewallet,66.88,4.7619,3.34,4.6
560-69-6145,B,Mandalay,Member,Male,Electronic accessories,50.67,8,20.27,425.63,2024-02-03,11:05,Ewallet,405.36,4.7619,20.27,8.8
411-99-1660,A,Yangon,Normal,Female,Health and beauty,74.0,6,22.2,466.2,2024-02-20,18:03,Credit card,444.0,4.7619,22.2,5.8
939-32-1509,B,Mandalay,Normal,Female,Health and beauty,51.58,3,7.74,162.48,2024-01-16,10:03,Ewallet,154.74,4.7619,7.74,4.8
943-61-7098,C,Naypyitaw,Member,Male,Health and beauty,11.96,2,1.2,25.12,2024-01-26,20:28,Ewallet,23.92,4.7619,1.2,4.6
967-52-3007,A,Yangon,Normal,Female,Electronic accessories,93.16,7,32.61,684.73,2024-02-20,17:01,Cash,652.12,4.7619,32.61,8.1
276-55-4517,A,Yangon,Normal,Male,Sports and travel,89.5,1,4.48,93.98,2024-03-19,19:39,Ewallet,89.5,4.7619,4.48,7.9
610-62-8848,A,Yangon,Member,Male,Sports and travel,22.35,4,4.47,93.87,2024-03-23,18:15,Credit card,89.4,4.7619,4.47,10.0
656-12-7266,C,Naypyitaw,Normal,Male,Food and beverages,80.32,6,24.1,506.02,2024-03-13,18:20,Cash,481.92,4.7619,24.1,5.6
126-50-4588,A,Yangon,Normal,Female,Sports and travel,57.64,10,28.82,605.22,2024-01-30,12:06,Ewallet,576.4,4.7619,28.82,7.9
372-78-1916,A,Yangon,Normal,Male,Electronic accessories,25.85,10,12.93,271.43,2024-02-10,15:58,Credit card,258.5,4.7619,12.93,4.2
817-55-3328,C,Naypyitaw,Member,Male,Food and beverages,37.81,8,15.12,317.6,2024-01-05,11:03,Ewallet,302.48,4.7619,15.12,7.6
120-77-8831,A,Yangon,Normal,Female,Electronic accessories,40.66,3,6.1,128.08,2024-02-11,10:01,Ewallet,121.98,4.7619,6.1,7.5
245-24-9622,B,Mandalay,Member,Male,Fashion accessories,94.76,7,33.17,696.49,2024-03-16,11:21,Cash,663.32,4.7619,33.17,5.9
261-65-8982,C,Naypyitaw,Normal,Female,Fashion accessories,97.18,10,48.59,1020.39,2024-02-15,13:42,Credit card,971.8,4.7619,48.59,8.9
487-49-5825,A,Yangon,Member,Female,Fashion accessories,95.37,7,33.38,700.97,2024-03-13,10:11,Credit card,667.59,4.7619,33.38,5.9
928-88-4619,C,Naypyitaw,Member,Male,Electronic accessories,39.8,2,3.98,83.58,2024-01-31,15:20,Ewallet,79.6,4.7619,3.98,7.8
190-95-6500,B,Mandalay,Member,Male,Electronic accessories,32.46,2,3.25,68.17,2024-02-14,14:50,Ewallet,64.92,4.7619,3.25,8.3
149-59-8179,C,Naypyitaw,Normal,Female,Sports and travel,54.37,7,19.03,399.62,2024-02-14,18:24,Ewallet,380.59,4.7619,19.03,9.0
907-83-4695,A,Yangon,Normal,Female,Health and beauty,36.54,6,10.96,230.2,2024-02-03,11:04,Cash,219.24,4.7619,10.96,5.0
484-30-2228,C,Naypyitaw,Member,Male,Food and beverages,98.66,8,39.46,828.74,2024-03-31,10:27,Credit card,789.28,4.7619,39.46,5.0
544-30-1877,A,Yangon,Normal,Female,Electronic accessories,46.83,9,21.07,442.54,2024-03-10,14:42,Cash,421.47,4.7619,21.07,5.8
198-16-7437,C,Naypyitaw,Normal,Female,Health and beauty,42.47,7,14.86,312.15,2024-01-12,14:52,Credit card,297.29,4.7619,14.86,7.8
591-35-2589,A,Yangon,Member,Female,Fashion accessories,36.26,2,3.63,76.15,2024-03-01,11:19,Cash,72.52,4.7619,3.63,6.8
776-43-2493,C,Naypyitaw,Normal,Female,Home and lifestyle,89.69,6,26.91,565.05,2024-01-24,17:02,Cash,538.14,4.7619,26.91,6.6
369-38-5400,C,Naypyitaw,Member,Female,Fashion accessories,70.07,2,7.01,147.15,2024-03-26,15:51,Credit card,140.14,4.7619,7.01,6.5
874-85-4727,C,Naypyitaw,Member,Male,Food and beverages,47.67,9,21.45,450.48,2024-03-28,17:36,Ewallet,429.03,4.7619,21.45,6.9
180-60-1568,C,Naypyitaw,Member,Female,Sports and travel,25.56,3,3.83,80.51,2024-01-28,13:08,Ewallet,76.68,4.7619,3.83,6.5
799-65-4308,C,Naypyitaw,Member,Male,Home and lifestyle,91.96,2,9.2,193.12,2024-01-12,16:35,Cash,183.92,4.7619,9.2,7.3
977-45-9514,B,Mandalay,Member,Male,Health and beauty,47.3,3,7.1,149.0,2024-03-13,19:37,Ewallet,141.9,4.7619,7.1,9.5
676-22-5687,C,Naypyitaw,Normal,Male,Home and lifestyle,44.47,8,17.79,373.55,2024-03-14,19:30,Ewallet,355.76,4.7619,17.79,5.0
512-28-7581,A,Yangon,Normal,Male,Fashion accessories,31.38,8,12.55,263.59,2024-02-04,15:01,Cash,251.04,4.7619,12.55,8.9
410-49-5593,B,Mandalay,Member,Female,Electronic accessories,37.04,8,14.82,311.14,2024-02-11,14:46,Cash,296.32,4.7619,14.82,7.6
191-34-8237,A,Yangon,Normal,Male,Food and beverages,88.04,1,4.4,92.44,2024-03-06,12:04,Cash,88.04,4.7619,4.4,8.3
513-27-9589,C,Naypyitaw,Member,Female,Electronic accessories,88.76,4,17.75,372.79,2024-01-08,13:02,Cash,355.04,4.7619,17.75,4.3
469-35-5488,B,Mandalay,Normal,Male,Fashion accessories,93.07,1,4.65,97.72,2024-01-31,15:31,Credit card,93.07,4.7619,4.65,6.7
991-70-6730,B,Mandalay,Member,Male,Fashion accessories,84.77,2,8.48,178.02,2024-02-06,10:24,Ewallet,169.54,4.7619,8.48,5.0
685-37-4626,C,Naypyitaw,Member,Female,Home and lifestyle,68.64,9,30.89,648.65,2024-01-03,20:00,Cash,617.76,4.7619,30.89,9.5
762-32-1138,A,Yangon,Normal,Male,Fashion accessories,97.02,5,24.26,509.36,2024-02-24,16:54,Cash,485.1,4.7619,24.26,6.8
323-69-5950,C,Naypyitaw,Normal,Female,Health and beauty,56.03,6,16.81,352.99,2024-03-12,20:38,Credit card,336.18,4.7619,16.81,5.7
800-23-8892,A,Yangon,Normal,Male,Fashion accessories,39.26,5,9.82,206.12,2024-02-03,20:45,Credit card,196.3,4.7619,9.82,5.8
253-76-4937,A,Yangon,Normal,Male,Fashion accessories,22.59,1,1.13,23.72,2024-03-24,17:18,Cash,22.59,4.7619,1.13,9.4
514-59-1578,C,Naypyitaw,Member,Male,Fashion accessories,74.2,9,33.39,701.19,2024-03-22,17:58,Credit card,667.8,4.7619,33.39,6.2
407-31-3967,B,Mandalay,Member,Male,Electronic accessories,76.68,9,34.51,724.63,2024-01-24,20:57,Cash,690.12,4.7619,34.51,7.9
327-55-4659,C,Naypyitaw,Normal,Male,Home and lifestyle,43.45,10,21.73,456.23,2024-02-07,17:54,Ewallet,434.5,4.7619,21.73,6.8
987-91-2166,B,Mandalay,Member,Female,Fashion accessories,44.35,5,11.09,232.84,2024-02-22,10:55,Ewallet,221.75,4.7619,11.09,4.8
305-53-7704,C,Naypyitaw,Normal,Female,Home and lifestyle,87.61,3,13.14,275.97,2024-01-11,17:21,Credit card,262.83,4.7619,13.14,9.9
420-91-1950,A,Yangon,Normal,Male,Electronic accessories,78.5,3,11.78,247.28,2024-03-14,12:31,Ewallet,235.5,4.7619,11.78,4.8
544-91-8035,B,Mandalay,Normal,Male,Sports and travel,10.42,9,4.69,98.47,2024-01-26,15:00,Cash,93.78,4.7619,4.69,8.5
643-34-1293,C,Naypyitaw,Member,Female,Electronic accessories,72.41,6,21.72,456.18,2024-02-09,12:06,Cash,434.46,4.7619,21.72,7.0
413-31-2069,A,Yangon,Normal,Male,Sports and travel,75.5,10,37.75,792.75,2024-03-08,15:27,Credit card,755.0,4.7619,37.75,10.0
450-72-6885,A,Yangon,Member,Male,Health and beauty,30.56,3,4.58,96.26,2024-01-28,10:37,Credit card,91.68,4.7619,4.58,5.0
475-93-1612,B,Mandalay,Normal,Female,Food and beverages,99.51,2,9.95,208.97,2024-03-24,10:03,Credit card,199.02,4.7619,9.95,4.7
554-58-3024,C,Naypyitaw,Normal,Male,Fashion accessories,23.78,1,1.19,24.97,2024-02-08,16:42,Ewallet,23.78,4.7619,1.19,8.0
376-89-3247,B,Mandalay,Member,Female,Home and lifestyle,20.26,2,2.03,42.55,2024-03-04,13:38,Ewallet,40.52,4.7619,2.03,8.7
951-76-4304,B,Mandalay,Normal,Male,Electronic accessories,13.55,8,5.42,113.82,2024-01-27,17:21,Ewallet,108.4,4.7619,5.42,4.0
787-21-2809,C,Naypyitaw,Normal,Female,Health and beauty,80.15,2,8.02,168.32,2024-01-13,14:41,Ewallet,160.3,4.7619,8.02,6.7
403-43-8606,A,Yangon,Member,Female,Health and beauty,86.69,6,26.01,546.15,2024-03-27,15:27,Credit card,520.14,4.7619,26.01,4.7
971-15-1158,A,Yangon,Member,Male,Home and lifestyle,90.5,10,45.25,950.25,2024-02-04,11:23,Cash,905.0,4.7619,45.25,5.1
510-61-8479,B,Mandalay,Normal,Male,Sports and travel,68.39,3,10.26,215.43,2024-01-15,12:44,Credit card,205.17,4.7619,10.26,4.4
964-30-2699,B,Mandalay,Normal,Male,Electronic accessories,65.01,6,19.5,409.56,2024-03-19,10:55,Credit card,390.06,4.7619,19.5,9.3
844-26-8914,B,Mandalay,Member,Male,Sports and travel,14.14,5,3.54,74.24,2024-03-24,15:00,Credit card,70.7,4.7619,3.54,9.2
637-83-4669,C,Naypyitaw,Normal,Female,Sports and travel,69.55,4,13.91,292.11,2024-03-02,15:42,Credit card,278.2,4.7619,13.91,7.8
252-81-1894,A,Yangon,Member,Male,Sports and travel,88.24,2,8.82,185.3,2024-03-03,15:15,Cash,176.48,4.7619,8.82,9.8
151-74-4648,C,Naypyitaw,Normal,Male,Electronic accessories,17.09,8,6.84,143.56,2024-03-14,17:05,Cash,136.72,4.7619,6.84,6.7
221-73-1291,A,Yangon,Normal,Male,Health and beauty,60.14,1,3.01,63.15,2024-01-12,19:39,Credit card,60.14,4.7619,3.01,5.8
620-81-4389,C,Naypyitaw,Normal,Male,Home and lifestyle,84.27,4,16.85,353.93,2024-02-28,15:35,Credit card,337.08,4.7619,16.85,7.6
833-94-6952,C,Naypyitaw,Normal,Female,Health and beauty,78.33,4,15.67,328.99,2024-01-01,15:22,Credit card,313.32,4.7619,15.67,9.8
398-80-9552,B,Mandalay,Member,Female,Electronic accessories,54.31,7,19.01,399.18,2024-01-14,14:39,Ewallet,380.17,4.7619,19.01,5.1
972-60-4532,B,Mandalay,Member,Male,Health and beauty,78.14,1,3.91,82.05,2024-03-22,20:37,Ewallet,78.14,4.7619,3.91,8.6
561-68-9260,A,Yangon,Normal,Female,Food and beverages,76.25,9,34.31,720.56,2024-02-25,19:30,Credit card,686.25,4.7619,34.31,8.7
281-98-3845,C,Naypyitaw,Member,Female,Sports and travel,69.17,10,34.59,726.29,2024-02-11,18:56,Cash,691.7,4.7619,34.59,6.5
723-98-5067,B,Mandalay,Normal,Male,Home and lifestyle,50.75,3,7.61,159.86,2024-01-18,16:38,Credit card,152.25,4.7619,7.61,9.3
624-48-9975,B,Mandalay,Member,Female,Electronic accessories,66.17,5,16.54,347.39,2024-03-28,15:58,Credit card,330.85,4.7619,16.54,4.8
827-93-3913,C,Naypyitaw,Normal,Female,Home and lifestyle,60.6,10,30.3,636.3,2024-03-14,20:45,Cash,606.0,4.7619,30.3,8.0
961-78-5684,B,Mandalay,Member,Female,Health and beauty,44.27,1,2.21,46.48,2024-03-26,10:12,Cash,44.27,4.7619,2.21,8.5
264-46-5105,A,Yangon,Member,Male,Electronic accessories,77.82,1,3.89,81.71,2024-02-15,17:06,Credit card,77.82,4.7619,3.89,9.2
857-81-4675,C,Naypyitaw,Normal,Female,Food and beverages,80.58,5,20.14,423.04,2024-03-29,20:03,Cash,402.9,4.7619,20.14,6.3
907-97-6122,C,Naypyitaw,Member,Female,Fashion accessories,32.62,10,16.31,342.51,2024-02-26,13:58,Credit card,326.2,4.7619,16.31,8.2
763-57-9955,C,Naypyitaw,Member,Female,Home and lifestyle,50.39,2,5.04,105.82,2024-01-24,12:47,Credit card,100.78,4.7619,5.04,4.7
141-64-5572,C,Naypyitaw,Normal,Female,Electronic accessories,62.55,5,15.64,328.39,2024-01-01,15:29,Credit card,312.75,4.7619,15.64,9.6
140-29-6285,C,Naypyitaw,Member,Male,Sports and travel,81.08,9,36.49,766.21,2024-02-15,11:50,Credit card,729.72,4.7619,36.49,5.9
325-33-9529,A,Yangon,Member,Male,Food and beverages,58.33,2,5.83,122.49,2024-02-14,13:56,Ewallet,116.66,4.7619,5.83,8.0
439-56-5809,A,Yangon,Normal,Female,Health and beauty,70.2,8,28.08,589.68,2024-01-31,20:39,Credit card,561.6,4.7619,28.08,5.5
140-97-6258,B,Mandalay,Member,Male,Home and lifestyle,58.62,5,14.66,307.76,2024-01-04,18:52,Cash,293.1,4.7619,14.66,7.1
620-67-8975,A,Yangon,Normal,Female,Home and lifestyle,56.25,2,5.62,118.12,2024-01-22,18:34,Ewallet,112.5,4.7619,5.62,7.8
315-95-4492,C,Naypyitaw,Normal,Female,Electronic accessories,58.39,7,20.44,429.17,2024-03-23,11:47,Credit card,408.73,4.7619,20.44,4.9
570-52-1620,A,Yangon,Member,Female,Electronic accessories,81.47,9,36.66,769.89,2024-01-10,19:52,Ewallet,733.23,4.7619,36.66,9.5
517-59-8391,C,Naypyitaw,Normal,Male,Home and lifestyle,11.52,2,1.15,24.19,2024-03-09,10:41,Credit card,23.04,4.7619,1.15,7.7
874-84-1745,C,Naypyitaw,Member,Male,Food and beverages,19.55,5,4.89,102.64,2024-03-18,11:18,Cash,97.75,4.7619,4.89,6.3
941-94-1504,B,Mandalay,Member,Female,Electronic accessories,77.2,9,34.74,729.54,2024-02-07,20:09,Cash,694.8,4.7619,34.74,8.1
914-92-7113,A,Yangon,Member,Female,Health and beauty,10.45,10,5.23,109.73,2024-02-20,18:35,Ewallet,104.5,4.7619,5.23,5.8
866-54-4469,B,Mandalay,Member,Female,Electronic accessories,29.87,5,7.47,156.82,2024-01-25,11:11,Credit card,149.35,4.7619,7.47,8.8
972-16-9992,B,Mandalay,Member,Male,Fashion accessories,16.06,2,1.61,33.73,2024-01-26,19:31,Cash,32.12,4.7619,1.61,6.1
787-93-4842,A,Yangon,Normal,Female,Electronic accessories,38.6,8,15.44,324.24,2024-02-12,19:42,Cash,308.8,4.7619,15.44,8.2
256-82-6971,B,Mandalay,Normal,Female,Health and beauty,38.19,4,7.64,160.4,2024-03-23,16:17,Cash,152.76,4.7619,7.64,4.8
850-52-8863,B,Mandalay,Normal,Male,Home and lifestyle,53.82,2,5.38,113.02,2024-01-23,20:38,Ewallet,107.64,4.7619,5.38,9.1
979-27-9824,A,Yangon,Normal,Female,Fashion accessories,16.79,1,0.84,17.63,2024-03-05,20:01,Credit card,16.79,4.7619,0.84,7.5
887-85-4485,A,Yangon,Normal,Male,Fashion accessories,79.76,6,23.93,502.49,2024-02-20,13:57,Credit card,478.56,4.7619,23.93,8.4
397-27-8613,C,Naypyitaw,Member,Male,Home and lifestyle,55.19,4,11.04,231.8,2024-03-19,20:10,Credit card,220.76,4.7619,11.04,4.8
263-32-3395,C,Naypyitaw,Normal,Male,Health and beauty,29.69,8,11.88,249.4,2024-01-30,11:16,Cash,237.52,4.7619,11.88,5.4
784-36-9485,B,Mandalay,Normal,Male,Sports and travel,89.33,1,4.47,93.8,2024-03-24,15:06,Credit card,89.33,4.7619,4.47,9.8
748-45-5314,C,Naypyitaw,Member,Male,Fashion accessories,44.06,10,22.03,462.63,2024-03-24,11:33,Cash,440.6,4.7619,22.03,6.3
328-76-7649,B,Mandalay,Normal,Male,Sports and travel,89.84,1,4.49,94.33,2024-03-05,12:28,Ewallet,89.84,4.7619,4.49,5.4
626-92-5600,A,Yangon,Member,Female,Electronic accessories,42.6,2,4.26,89.46,2024-03-25,13:26,Cash,85.2,4.7619,4.26,8.3
593-96-8844,B,Mandalay,Member,Female,Fashion accessories,84.99,1,4.25,89.24,2024-02-01,10:08,Credit card,84.99,4.7619,4.25,7.6
